state,state_code,district,indicator_no,indicator,nfhs5_value,nfhs4_value,change_nfhs4_to_nfhs5
Assam,AS,Hojai,89,89. Blood sugar level - high (141-160 mg/dl)23 (%),7.6,,
Assam,AS,Hojai,90,90. Blood sugar level - very high (>160 mg/dl)23 (%),8.0,,
Assam,AS,Hojai,91,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),16.5,,
Assam,AS,Hojai,92,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.6,,
Assam,AS,Hojai,93,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.9,,
Assam,AS,Hojai,94,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0,,
Assam,AS,Hojai,95,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.9,,
Assam,AS,Hojai,96,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.3,,
Assam,AS,Hojai,97,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.2,,
Assam,AS,Hojai,98,98. Ever undergone a screening test for cervical cancer (%),0.9,,
Assam,AS,Hojai,99,99. Ever undergone a breast examination for breast cancer (%),0.0,,
Assam,AS,Hojai,100,100. Ever undergone an oral cavity examination for oral cancer (%),0.5,,
Assam,AS,Hojai,101,101. Women age 15 years and above who use any kind of tobacco (%),18.8,,
Assam,AS,Hojai,102,102. Men age 15 years and above who use any kind of tobacco (%),53.7,,
Assam,AS,Hojai,103,103. Women age 15 years and above who consume alcohol (%),2.2,,
Assam,AS,Hojai,104,104. Men age 15 years and above who consume alcohol (%),16.7,,
Assam,AS,Jorhat,1,1. Female population age 6 years and above who ever attended school (%),84.4,,
Assam,AS,Jorhat,2,2. Population below age 15 years (%),21.6,,
Assam,AS,Jorhat,3,"3. Sex ratio of the total population (females per 1,000 males)",1009.0,,
Assam,AS,Jorhat,4,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",833.0,,
Assam,AS,Jorhat,5,5. Children under age 5 years whose birth was registered with the civil authority (%),92.8,,
Assam,AS,Jorhat,6,6. Deaths in the last 3 years registered with the civil authority (%),57.2,,
Assam,AS,Jorhat,7,7. Population living in households with electricity (%),95.1,,
Assam,AS,Jorhat,8,8. Population living in households with an improved drinking-water source1 (%),85.9,,
Assam,AS,Jorhat,9,9. Population living in households that use an improved sanitation facility2 (%),80.4,,
Assam,AS,Jorhat,10,10. Households using clean fuel for cooking3 (%),48.3,,
Assam,AS,Jorhat,11,11. Households using iodized salt (%),98.9,,
Assam,AS,Jorhat,12,12. Households with any usual member covered under a health insurance/financing scheme (%),60.1,,
Assam,AS,Jorhat,13,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),11.1,,
Assam,AS,Jorhat,14,14. Women who are literate4 (%),85.1,,
Assam,AS,Jorhat,15,15. Women with 10 or more years of schooling (%),42.9,,
Assam,AS,Jorhat,16,16. Women age 20-24 years married before age 18 years (%),24.9,,
Assam,AS,Jorhat,17,17. Births in the 5 years preceding the survey that are third or higher order (%),0.4,,
Assam,AS,Jorhat,18,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.9,,
Assam,AS,Jorhat,19,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),76.7,,
Assam,AS,Jorhat,20,20. Any method6 (%),63.8,,
Assam,AS,Jorhat,21,21. Any modern method6 (%),32.3,,
Assam,AS,Jorhat,22,22. Female sterilization (%),12.5,,
Assam,AS,Jorhat,23,23. Male sterilization (%),0.3,,
Assam,AS,Jorhat,24,24. IUD/PPIUD (%),3.6,,
Assam,AS,Jorhat,25,25. Pill (%),9.9,,
Assam,AS,Jorhat,26,26. Condom (%),6.0,,
Assam,AS,Jorhat,27,27. Injectables (%),0.0,,
Assam,AS,Jorhat,28,28. Total unmet need7 (%),10.4,,
Assam,AS,Jorhat,29,29. Unmet need for spacing7 (%),3.2,,
Assam,AS,Jorhat,30,30. Health worker ever talked to female non-users about family planning (%),14.4,,
Assam,AS,Jorhat,31,31. Current users ever told about side effects of current method8 (%),62.6,,
Assam,AS,Jorhat,32,32. Mothers who had an antenatal check-up in the first trimester (%),78.3,,
Assam,AS,Jorhat,33,33. Mothers who had at least 4 antenatal care visits (%),67.0,,
Assam,AS,Jorhat,34,34. Mothers whose last birth was protected against neonatal tetanus9 (%),97.4,,
Assam,AS,Jorhat,35,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),52.1,,
Assam,AS,Jorhat,36,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),26.6,,
Assam,AS,Jorhat,37,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,,
Assam,AS,Jorhat,38,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.4,,
Assam,AS,Jorhat,39,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),8435.0,,
Assam,AS,Jorhat,40,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,
Assam,AS,Jorhat,41,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.4,,
Assam,AS,Jorhat,42,42. Institutional births (%),96.5,,
Assam,AS,Jorhat,43,43. Institutional births in public facility (%),74.9,,
Assam,AS,Jorhat,44,44. Home births that were conducted by skilled health personnel10 (%),0.4,,
Assam,AS,Jorhat,45,45. Births attended by skilled health personnel10 (%),97.4,,
Assam,AS,Jorhat,46,46. Births delivered by caesarean section (%),44.4,,
Assam,AS,Jorhat,47,47. Births in a private health facility that were delivered by caesarean section (%),87.7,,
Assam,AS,Jorhat,48,48. Births in a public health facility that were delivered by caesarean section (%),33.9,,
Assam,AS,Jorhat,49,49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%),69.2,,
Assam,AS,Jorhat,50,50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%),70.4,,
Assam,AS,Jorhat,51,51. Children age 12-23 months who have received BCG (%),100.0,,
Assam,AS,Jorhat,52,52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%),79.4,,
Assam,AS,Jorhat,53,53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),79.8,,
Assam,AS,Jorhat,54,54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),83.3,,
Assam,AS,Jorhat,55,55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),25.9,,
Assam,AS,Jorhat,56,56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%),50.3,,
Assam,AS,Jorhat,57,57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),78.4,,
Assam,AS,Jorhat,58,58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%),50.9,,
Assam,AS,Jorhat,59,59. Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.2,,
Assam,AS,Jorhat,60,60. Children age 12-23 months who received most of their vaccinations in a private health facility (%),4.1,,
Assam,AS,Jorhat,61,61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.3,,
Assam,AS,Jorhat,62,62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),,,
Assam,AS,Jorhat,63,63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),,,
Assam,AS,Jorhat,64,64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),,,
Assam,AS,Jorhat,65,65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.0,,
Assam,AS,Jorhat,66,66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),56.6,,
Assam,AS,Jorhat,67,67. Children under age 3 years breastfed within one hour of birth15 (%),51.6,,
Assam,AS,Jorhat,68,68. Children under age 6 months exclusively breastfed16 (%),,,
Assam,AS,Jorhat,69,69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%),,,
Assam,AS,Jorhat,70,"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",10.8,,
Assam,AS,Jorhat,71,"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",,,
Assam,AS,Jorhat,72,"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",11.5,,
Assam,AS,Jorhat,73,73. Children under 5 years who are stunted (height-for-age)18 (%),38.7,,
Assam,AS,Jorhat,74,74. Children under 5 years who are wasted (weight-for-height)18 (%),15.5,,
Assam,AS,Jorhat,75,75. Children under 5 years who are severely wasted (weight-for-height)19 (%),5.1,,
Assam,AS,Jorhat,76,76. Children under 5 years who are underweight (weight-for-age)18 (%),33.2,,
Assam,AS,Jorhat,77,77. Children under 5 years who are overweight (weight-for-height)20 (%),5.4,,
Assam,AS,Jorhat,78,78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%),22.5,,
Assam,AS,Jorhat,79,79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%),19.9,,
Assam,AS,Jorhat,80,80. Women who have high risk waist-to-hip ratio (≥0.85) (%),49.5,,
Assam,AS,Jorhat,81,81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%),74.1,,
Assam,AS,Jorhat,82,82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%),72.4,,
Assam,AS,Jorhat,83,83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%),56.4,,
Assam,AS,Jorhat,84,84. All women age 15-49 years who are anaemic22 (%),71.8,,
Assam,AS,Jorhat,85,85. All women age 15-19 years who are anaemic22 (%),75.1,,
Assam,AS,Jorhat,86,86. Blood sugar level - high (141-160 mg/dl)23 (%),7.7,,
Assam,AS,Jorhat,87,87. Blood sugar level - very high (>160 mg/dl)23 (%),7.3,,
Assam,AS,Jorhat,88,88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),15.3,,
Assam,AS,Jorhat,89,89. Blood sugar level - high (141-160 mg/dl)23 (%),8.5,,
Assam,AS,Jorhat,90,90. Blood sugar level - very high (>160 mg/dl)23 (%),9.3,,
Assam,AS,Jorhat,91,91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%),19.0,,
Assam,AS,Jorhat,92,92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,,
Assam,AS,Jorhat,93,93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,,
Assam,AS,Jorhat,94,94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.9,,
Assam,AS,Jorhat,95,95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.7,,
Assam,AS,Jorhat,96,96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,,
Assam,AS,Jorhat,97,97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.3,,
Assam,AS,Jorhat,98,98. Ever undergone a screening test for cervical cancer (%),0.0,,
Assam,AS,Jorhat,99,99. Ever undergone a breast examination for breast cancer (%),0.2,,
Assam,AS,Jorhat,100,100. Ever undergone an oral cavity examination for oral cancer (%),0.3,,
Assam,AS,Jorhat,101,101. Women age 15 years and above who use any kind of tobacco (%),16.5,,
Assam,AS,Jorhat,102,102. Men age 15 years and above who use any kind of tobacco (%),47.1,,
Assam,AS,Jorhat,103,103. Women age 15 years and above who consume alcohol (%),4.0,,
Assam,AS,Jorhat,104,104. Men age 15 years and above who consume alcohol (%),30.9,,
Assam,AS,Kamrup Metropolitan,1,1. Female population age 6 years and above who ever attended school (%),87.5,87.3,0.2
Assam,AS,Kamrup Metropolitan,2,2. Population below age 15 years (%),20.0,22.1,-2.1
Assam,AS,Kamrup Metropolitan,3,"3. Sex ratio of the total population (females per 1,000 males)",946.0,964.0,-18.0
Assam,AS,Kamrup Metropolitan,4,"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",986.0,751.0,235.0
Assam,AS,Kamrup Metropolitan,5,5. Children under age 5 years whose birth was registered with the civil authority (%),95.2,97.6,-2.4
Assam,AS,Kamrup Metropolitan,6,6. Deaths in the last 3 years registered with the civil authority (%),77.4,,
Assam,AS,Kamrup Metropolitan,7,7. Population living in households with electricity (%),99.2,95.5,3.7
Assam,AS,Kamrup Metropolitan,8,8. Population living in households with an improved drinking-water source1 (%),87.2,83.2,4.0
Assam,AS,Kamrup Metropolitan,9,9. Population living in households that use an improved sanitation facility2 (%),65.2,65.3,-0.1
Assam,AS,Kamrup Metropolitan,10,10. Households using clean fuel for cooking3 (%),85.1,79.0,6.1
Assam,AS,Kamrup Metropolitan,11,11. Households using iodized salt (%),99.7,99.9,-0.2
Assam,AS,Kamrup Metropolitan,12,12. Households with any usual member covered under a health insurance/financing scheme (%),45.5,16.7,28.8
Assam,AS,Kamrup Metropolitan,13,13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.6,,
Assam,AS,Kamrup Metropolitan,14,14. Women who are literate4 (%),86.0,,
Assam,AS,Kamrup Metropolitan,15,15. Women with 10 or more years of schooling (%),49.1,48.2,0.9
Assam,AS,Kamrup Metropolitan,16,16. Women age 20-24 years married before age 18 years (%),21.9,21.7,0.2
Assam,AS,Kamrup Metropolitan,17,17. Births in the 5 years preceding the survey that are third or higher order (%),0.4,0.3,0.1
Assam,AS,Kamrup Metropolitan,18,18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),10.1,7.6,2.5
Assam,AS,Kamrup Metropolitan,19,19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%),86.3,77.4,8.9
Assam,AS,Kamrup Metropolitan,20,20. Any method6 (%),56.8,46.3,10.5
Assam,AS,Kamrup Metropolitan,21,21. Any modern method6 (%),41.5,36.0,5.5
Assam,AS,Kamrup Metropolitan,22,22. Female sterilization (%),13.4,12.2,1.2
Assam,AS,Kamrup Metropolitan,23,23. Male sterilization (%),0.0,0.0,0.0
Assam,AS,Kamrup Metropolitan,24,24. IUD/PPIUD (%),4.5,4.4,0.1
Assam,AS,Kamrup Metropolitan,25,25. Pill (%),16.8,14.4,2.4
Assam,AS,Kamrup Metropolitan,26,26. Condom (%),6.6,5.0,1.6
Assam,AS,Kamrup Metropolitan,27,27. Injectables (%),0.0,0.0,0.0
Assam,AS,Kamrup Metropolitan,28,28. Total unmet need7 (%),8.8,17.8,-9.0
Assam,AS,Kamrup Metropolitan,29,29. Unmet need for spacing7 (%),2.5,6.9,-4.4
Assam,AS,Kamrup Metropolitan,30,30. Health worker ever talked to female non-users about family planning (%),16.6,11.8,4.8
Assam,AS,Kamrup Metropolitan,31,31. Current users ever told about side effects of current method8 (%),50.3,47.9,2.4
Assam,AS,Kamrup Metropolitan,32,32. Mothers who had an antenatal check-up in the first trimester (%),77.6,64.9,12.7
Assam,AS,Kamrup Metropolitan,33,33. Mothers who had at least 4 antenatal care visits (%),68.9,56.6,12.3
Assam,AS,Kamrup Metropolitan,34,34. Mothers whose last birth was protected against neonatal tetanus9 (%),96.3,85.8,10.5
Assam,AS,Kamrup Metropolitan,35,35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),51.7,45.8,5.9
Assam,AS,Kamrup Metropolitan,36,36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),16.9,16.3,0.6
Assam,AS,Kamrup Metropolitan,37,37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.3,90.1,8.2
Assam,AS,Kamrup Metropolitan,38,38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.6,71.4,4.2
Assam,AS,Kamrup Metropolitan,39,39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.),8275.0,5093.0,3182.0
Assam,AS,Kamrup Metropolitan,40,40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),,,
Assam,AS,Kamrup Metropolitan,41,41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),79.9,,
Assam,AS,Kamrup Metropolitan,42,42. Institutional births (%),89.1,92.9,-3.8
